epoch,loss,timestamp
1,0.048656,2025-12-27 05:19:45
2,0.018248,2025-12-27 05:19:45
3,0.013908,2025-12-27 05:19:45
4,0.011308,2025-12-27 05:19:45
5,0.009788,2025-12-27 05:19:45
6,0.008526,2025-12-27 05:19:45
7,0.007606,2025-12-27 05:19:45
8,0.006950,2025-12-27 05:19:45
9,0.006596,2025-12-27 05:19:45
10,0.006212,2025-12-27 05:19:45
